name|type_desc
dt_displayoaerror_u|SQL_STORED_PROCEDURE
dt_droppropertiesbyid|SQL_STORED_PROCEDURE
dt_dropuserobjectbyid|SQL_STORED_PROCEDURE
dt_generateansiname|SQL_STORED_PROCEDURE
dt_getobjwithprop|SQL_STORED_PROCEDURE
dt_getobjwithprop_u|SQL_STORED_PROCEDURE
dt_getpropertiesbyid|SQL_STORED_PROCEDURE
dt_getpropertiesbyid_u|SQL_STORED_PROCEDURE
dt_getpropertiesbyid_vcs|SQL_STORED_PROCEDURE
dt_getpropertiesbyid_vcs_u|SQL_STORED_PROCEDURE
dt_isundersourcecontrol|SQL_STORED_PROCEDURE
dt_isundersourcecontrol_u|SQL_STORED_PROCEDURE
dt_removefromsourcecontrol|SQL_STORED_PROCEDURE
dt_setpropertybyid|SQL_STORED_PROCEDURE
dt_setpropertybyid_u|SQL_STORED_PROCEDURE
dt_validateloginparams|SQL_STORED_PROCEDURE
dt_validateloginparams_u|SQL_STORED_PROCEDURE
dt_vcsenabled|SQL_STORED_PROCEDURE
dt_verstamp006|SQL_STORED_PROCEDURE
dt_verstamp007|SQL_STORED_PROCEDURE
dt_whocheckedout|SQL_STORED_PROCEDURE
dt_whocheckedout_u|SQL_STORED_PROCEDURE
FixedAssetsProc|SQL_STORED_PROCEDURE
GenerateClientBalanceToDate|SQL_STORED_PROCEDURE
JournaEntriesProc|SQL_STORED_PROCEDURE
LongTermLiabilitiesProc|SQL_STORED_PROCEDURE
PnLProc|SQL_STORED_PROCEDURE
qry_GetLevies|SQL_STORED_PROCEDURE
ShortName|SQL_STORED_PROCEDURE
sp_pivot|SQL_STORED_PROCEDURE
sp_transform|SQL_STORED_PROCEDURE
temp|SQL_STORED_PROCEDURE
Temp02|SQL_STORED_PROCEDURE
Temp03|SQL_STORED_PROCEDURE
TestClientStatement|SQL_STORED_PROCEDURE
TrialBalanceProc|SQL_STORED_PROCEDURE
UpdateClientBalanceFromJournal|SQL_STORED_PROCEDURE
UpdateClientBalances|SQL_STORED_PROCEDURE
UpdateCompoundedContractCommissions|SQL_STORED_PROCEDURE
UpdateIndividualClientBalance|SQL_STORED_PROCEDURE
_ATS_Downloaded_Files_|USER_TABLE
_CDS_Imported_Files_|USER_TABLE
_CDS_Imported_Holdings_|USER_TABLE
_CDS_Imported_Trades_|USER_TABLE
_ImportBondsEquitiesTurnover|USER_TABLE
_ImportPriceList|USER_TABLE
_Initial_Table_ID_|USER_TABLE
_Parent_Child_Links_|USER_TABLE
_Record_Locks_|USER_TABLE
_ReportsParameters_|USER_TABLE
Account|USER_TABLE
AccountImport|USER_TABLE
AccountType|USER_TABLE
Activity|USER_TABLE
ActvtyClass|USER_TABLE
Agent|USER_TABLE
APortfolio|USER_TABLE
AuditTrail|USER_TABLE
AuditTrailItem|USER_TABLE
Bank|USER_TABLE
BankAcc|USER_TABLE
BatchLog|USER_TABLE
BnkBranch|USER_TABLE
Bond|USER_TABLE
BondConfirmation|USER_TABLE
BondProposals|USER_TABLE
BondsInput|USER_TABLE
BondsInputOutput|USER_TABLE
BondsInputs|USER_TABLE
BondsOutput|USER_TABLE
BondsOutputs|USER_TABLE
BondTrades|USER_TABLE
Branch|USER_TABLE
Broker|USER_TABLE
BrokerReceiptVoucher|USER_TABLE
Class|USER_TABLE
Client|USER_TABLE
ClientBalances|USER_TABLE
clientBalancesTemp|USER_TABLE
ClientEmailsDocs|USER_TABLE
ClientTotal|USER_TABLE
ClientVoucher|USER_TABLE
Commission|USER_TABLE
CompanyInfo|USER_TABLE
Contract|USER_TABLE
CPortfolio|USER_TABLE
datastream_Market|USER_TABLE
datastream_Securities|USER_TABLE
DataStream_Securities_|USER_TABLE
down_File|USER_TABLE
dtproperties|USER_TABLE
EmailConfigurations|USER_TABLE
EmailDocs|USER_TABLE
EmailedDocs|USER_TABLE
EmailMode|USER_TABLE
Entity|USER_TABLE
EntityType|USER_TABLE
excep_SummaryHoldings|USER_TABLE
FineTradingScheduleFinal|USER_TABLE
ForwardRate|USER_TABLE
Gender|USER_TABLE
Generic|USER_TABLE
GenericSetting|USER_TABLE
Groups|USER_TABLE
Holdings|USER_TABLE
Holidays|USER_TABLE
Institution|USER_TABLE
InterTransfer|USER_TABLE
InterTransferType|USER_TABLE
Journal|USER_TABLE
JournalEntry|USER_TABLE
Levy|USER_TABLE
LevyContract|USER_TABLE
LevyContract_20081120|USER_TABLE
LevyContract_20081120a|USER_TABLE
LevyContract20081126|USER_TABLE
LevyContract2009Feb9|USER_TABLE
LevyReportOrder|USER_TABLE
LevySecurity|USER_TABLE
Lot|USER_TABLE
Lot_Deleted|USER_TABLE
MailConfiguration|USER_TABLE
MailMerge|USER_TABLE
MailMergeDetails|USER_TABLE
MarketSector|USER_TABLE
MenuGroups|USER_TABLE
MenuGroups--|USER_TABLE
MenuGroupsBKP|USER_TABLE
Menus|USER_TABLE
Menus--|USER_TABLE
MenuTypes|USER_TABLE
Offerings|USER_TABLE
OfferType|USER_TABLE
OnlineClient|USER_TABLE
OrdDetail|USER_TABLE
OrdDetail2009Feb5|USER_TABLE
OrderHoldOptions|USER_TABLE
OrderHoldType|USER_TABLE
OrderSecType|USER_TABLE
OrderType|USER_TABLE
Owner|USER_TABLE
PathConfigurations|USER_TABLE
Payment|USER_TABLE
PaymentRequest|USER_TABLE
PaymentRequests|USER_TABLE
PaymentTypes|USER_TABLE
PaymentVoucherSettlementDates|USER_TABLE
PayType|USER_TABLE
PortfoliosQuantities|USER_TABLE
PrimaryIssues|USER_TABLE
Printers|USER_TABLE
Residency|USER_TABLE
Results|USER_TABLE
SecTransFee|USER_TABLE
Security|USER_TABLE
security2|USER_TABLE
SecurityOffering|USER_TABLE
SendBatchItems|USER_TABLE
SendClientReports|USER_TABLE
SendDaily|USER_TABLE
SendMonthly|USER_TABLE
SendQuarterly|USER_TABLE
SendWeekly|USER_TABLE
Share|USER_TABLE
ShareAnnouncementType|USER_TABLE
Status|USER_TABLE
StockWatch|USER_TABLE
SystemNotification|USER_TABLE
tblAppender|USER_TABLE
tblApplDetails|USER_TABLE
tblCompleteEntityList|USER_TABLE
tblIniSetup|USER_TABLE
tblIPOsetup|USER_TABLE
tblschedule|USER_TABLE
tblstatementlist|USER_TABLE
tblTurnOver|USER_TABLE
tblUsers|USER_TABLE
tbOrder|USER_TABLE
temp_MarchContractSchedule|USER_TABLE
temp01|USER_TABLE
TempInstitutionMapping|USER_TABLE
TimeLimit|USER_TABLE
TotalKnown|USER_TABLE
UserGroups|USER_TABLE
Users|USER_TABLE
Users20081124|USER_TABLE
Views|USER_TABLE
Voucher|USER_TABLE
WebtbOrder|USER_TABLE
AA_Inst_Comm_Report|VIEW
AA_View_Comm_By_Client|VIEW
AA_View_Comm_By_Institution|VIEW
AACommisionReportDaily|VIEW
AACommissionReport|VIEW
AALeviesReport|VIEW
AccountEntityList|VIEW
AccountList|VIEW
AccountManagerCreditors|VIEW
AccountManagerDebtors|VIEW
AccountManagerTotals|VIEW
AccountTypeLevel1|VIEW
AccountTypeLevel2|VIEW
AccountTypeLevel3|VIEW
AccountTypeList|VIEW
ActivatedClientList|VIEW
ActivityList|VIEW
ActvtyClassList|VIEW
AgentBalanceList|VIEW
AgentCommissionList|VIEW
AgentCommissionList1|VIEW
AgentCommissions|VIEW
AgentCommissionTotal|VIEW
AgentContractCompounded|VIEW
AgentContracts|VIEW
AgentCreditors|VIEW
AgentDebtors|VIEW
AgentEntityList|VIEW
AgentList|VIEW
AgentRCommissionList|VIEW
AgentReport|VIEW
AgentReports|VIEW
AgentStatement|VIEW
AgentStatement1|VIEW
AgentTransactionList|VIEW
AgentTransactionList1|VIEW
AgentVolumeTotals|VIEW
AllocationSchedule|VIEW
APortfolioList|VIEW
BalanceAccountList|VIEW
BalanceAgentList|VIEW
BankAccList|VIEW
BankAccountList|VIEW
BankAccountStatement|VIEW
BankList|VIEW
BankTransactionList|VIEW
BatchedApplications|VIEW
BatchedForwards|VIEW
BnkBranchList|VIEW
BondClientList|VIEW
BondConfirmationList|VIEW
BondList|VIEW
BondListBond|VIEW
BondOffer|VIEW
BondOrderList|VIEW
BondProposalList|VIEW
BondsEvaluationList|VIEW
BondsTradeList|VIEW
BranchList|VIEW
BrokerBalanceList|VIEW
BrokerCommissionList|VIEW
BrokerCommissionStatement|VIEW
BrokerEntityList|VIEW
BrokerList|VIEW
BrokerReport|VIEW
BrokerStatement|VIEW
BrokerStatement1|VIEW
BrokerTransactionList|VIEW
BrokerTransactionList1|VIEW
BrokerTransactionsSubList|VIEW
BrokerTransactionsSubList1|VIEW
BrokerVolumeTotals|VIEW
BudgetReport|VIEW
CanceledOrderList|VIEW
CBKBondConfirmationList|VIEW
CDASettlement|VIEW
CDSControlStatement|VIEW
CDSMatchedHoldings|VIEW
CDSMatchedTradesList|VIEW
CDSSettlements|VIEW
CDSUnmatchedHoldings|VIEW
CDSUnMatchedTradesList|VIEW
ChequeCollection|VIEW
ClassList|VIEW
Client Listing NEW|VIEW
ClientCommissions|VIEW
ClientCommissionsByDate|VIEW
ClientCompundedContractsms|VIEW
ClientContractCompounded|VIEW
ClientContractCompounded1|VIEW
ClientEmailDocsList|VIEW
ClientEntityList|VIEW
ClientList|VIEW
ClientPortfolioAveragePriceList|VIEW
ClientPortfolioPurchase|VIEW
ClientPortfolioPurchaseList|VIEW
ClientPortfolioQuantities|VIEW
ClientPortfolioSaleList|VIEW
ClientPortfolioSold|VIEW
ClientPortfolioStatement|VIEW
ClientPortfolioTransactions|VIEW
ClientReport|VIEW
ClientsAboveCreditLimit|VIEW
ClientsAboveCreditLimit2|VIEW
ClientSecurityList|VIEW
ClientsHoldings|VIEW
ClientStatement|VIEW
ClientStatementBalances|VIEW
ClientStatementTransactionList|VIEW
ClientStatementTransactionList1|VIEW
ClientStatusSummary|VIEW
ClientTestStatement|VIEW
ClientTestTransactionList|VIEW
ClientTotals|VIEW
ClientTradeVolumeBondsTotals|VIEW
ClientTradeVolumeSharesTotals|VIEW
ClientTradeVolumeTotals|VIEW
ClientTransactionList|VIEW
ClientTransactionsSubList|VIEW
ClientTransactionsSubList1|VIEW
ClientVolumeTotals|VIEW
ClientVoucherList|VIEW
CommissionList|VIEW
CommissionStatement|VIEW
CompanyInfoList|VIEW
CompanyInfoView|VIEW
CompletedOrderList|VIEW
CompleteEntityList|VIEW
ComputerStatement|VIEW
cont_ContractTotals|VIEW
ContractCompensationByDate|VIEW
ContractCompensationFunds|VIEW
ContractCompounded|VIEW
ContractCompoundedClients|VIEW
ContractDisplayList|VIEW
ContractLevyList|VIEW
ContractLevyTotal|VIEW
ContractList|VIEW
ContractListWithNet|VIEW
ContractNewCertList|VIEW
Contracts|VIEW
ContractStamps|VIEW
ContractStampsByDate|VIEW
ControlAccountHistory|VIEW
CPaymentList|VIEW
CPortfolioList|VIEW
CReceiptsList|VIEW
Creditors|VIEW
CurrentBalances|VIEW
CustodianCharges_Final|VIEW
CustodianCharges_ProperCharges|VIEW
CustodianClient|VIEW
CustodianCommission|VIEW
Datastream_MuhammedPriceUpdate|VIEW
datastream_SecurityPriceList|VIEW
datastream_SecurityPriceListAllPrices|VIEW
datastream_SecurityPriceListLastestUpdate|VIEW
datastream_SecurityPriceListz|VIEW
DB_Affirmation|VIEW
DB_Affirmation2|VIEW
DB_AgentCommissionBonds|VIEW
DB_AgentCommissions|VIEW
DB_BalanceQtys|VIEW
DB_BankAccountStatement|VIEW
DB_BankTransactionList|VIEW
DB_DataStreamPriceList|VIEW
DB_DataStreamPriceList_Backup|VIEW
DB_FineTradingSchedule|VIEW
DB_InterBankTransferList|VIEW
DB_OrdDetailContractedQtyList|VIEW
DB_Portfolios|VIEW
DB_Reconciliation|VIEW
Db_TradeAffirmationBond|VIEW
Db_TrialBalance|VIEW
Debita|VIEW
Debitb|VIEW
DebtorCreditor|VIEW
Debtors|VIEW
DeliveredContractList|VIEW
DeliverySlips|VIEW
EditBondProposals|VIEW
EditOffering|VIEW
EntityList|VIEW
EntityTransactionList|VIEW
EntityTypeList|VIEW
EquityList|VIEW
ExistingOnlineUserList|VIEW
FineTradingSchedule|VIEW
ForwardRatesList|VIEW
ForwardsList|VIEW
FullClientList|VIEW
FullClientList2|VIEW
FullClientListWithBalances|VIEW
FullEntityTypeList|VIEW
FullOrderList|VIEW
GenderList|VIEW
GenericList|VIEW
GenericSettingList|VIEW
GroupAccessList|VIEW
GroupMembersList|VIEW
GroupsList|VIEW
HeldOrderList|VIEW
HistoryTransactionsList|VIEW
HoldingExceptions|VIEW
HoldingsSecurityPriceList|VIEW
HoldOrderList|VIEW
HolidayList|VIEW
InstitutionList|VIEW
Interbanks|VIEW
InterbankSchedule|VIEW
InterBankTransferList|VIEW
InterTransfers|VIEW
IPODeletedOfferingList|VIEW
IssueList|VIEW
JournalEntriesList|VIEW
JournalFullList|VIEW
JournalList|VIEW
JournalRelease|VIEW
JournalTotalList|VIEW
kcbSchedules|VIEW
LatestPortfolios|VIEW
LeviesReport|VIEW
LeviesReportByDate|VIEW
LevyContractList|VIEW
LevyContracts|VIEW
LevyContracts_v2|VIEW
LevyContractSysMaintainedList|VIEW
LevyList|VIEW
LevyOrderList|VIEW
LevyOrderListSource|VIEW
LevySecurityList|VIEW
LevyTransactionHistoryList|VIEW
LevyTransactionList|VIEW
live_ManualOrderReleaseList|VIEW
LotList|VIEW
LotList1|VIEW
LotListBond|VIEW
LotPayment|VIEW
Lots|VIEW
LotView|VIEW
MailConfigList|VIEW
MainMenuList|VIEW
ManualReleaseOrderList|VIEW
MarketSectorList|VIEW
MarketView|VIEW
NominalTransactionList|VIEW
NotMatched|VIEW
OfferingForm|VIEW
OfferingList|VIEW
OfferingListFilter|VIEW
OfferingsList|VIEW
OfferTypeList|VIEW
OnlineClients|VIEW
OnlineClients2|VIEW
OnlineUserList|VIEW
OpeningBalances|VIEW
OrdDetailContractedQtyList|VIEW
OrdDetailList|VIEW
Order_Book|VIEW
OrderContractCompounded|VIEW
OrderForm|VIEW
OrderHoldTypeList|VIEW
OrderList|VIEW
OrderListPlain|VIEW
OrderSecTypeList|VIEW
OrderTypeList|VIEW
OutstandingOrderList|VIEW
OwnerCommissionList|VIEW
OwnerCommissions|VIEW
OwnerEntityList|VIEW
OwnerList|VIEW
OwnerReport|VIEW
OwnerStatement|VIEW
OwnerTransactionList|VIEW
PaymentClientStatementNos|VIEW
PaymentList|VIEW
PaymentListWithoutCDSPrepaid|VIEW
PaymentRequestCombinedList|VIEW
PaymentRequestConfirmedList|VIEW
PaymentRequestList|VIEW
Payments|VIEW
PaymentSchedule|VIEW
PaymentsReport|VIEW
PaymentTypesList|VIEW
PaymentVoucher|VIEW
PaymentVoucherDates|VIEW
PaymentVoucherInExcel|VIEW
PayTypeList|VIEW
PBs|VIEW
PendingCheques|VIEW
PendingJournals|VIEW
performanceBonds|VIEW
performanceShares|VIEW
PnLStep1|VIEW
Portfoliobs|VIEW
PortfolioQuantities|VIEW
PrimaryIssuesList|VIEW
PrinterList|VIEW
ProfitNLossAccount|VIEW
PurchaseContractList|VIEW
PurchaseOrderList|VIEW
PurchaseOrders|VIEW
PurchaseOrdersList|VIEW
RealUnMatched|VIEW
ReceiptList|VIEW
ReceiptSchedule|VIEW
ReceiptsReport|VIEW
ReconciliationList|VIEW
ResidencyList|VIEW
SaleContractList|VIEW
SaleContracts|VIEW
SaleContracts2|VIEW
SaleContractsInExcel|VIEW
SaleOrderList|VIEW
SalesOrdersTotals|VIEW
SecTransFeeList|VIEW
SecTransFeeListLatest|VIEW
SecurityList|VIEW
SecurityListFilter|VIEW
SecurityListOfferings|VIEW
SecurityListSecurity|VIEW
SecurityReport|VIEW
SettlementReminder|VIEW
SettlementSchedule|VIEW
SettlementSchedule1|VIEW
SettlementSchedule2|VIEW
SettlementSlips|VIEW
SettlePaymentVoucher|VIEW
ShareAnnouncementTypeList|VIEW
ShareList|VIEW
ShowAllSmsContracts|VIEW
ShowCompoundedContracts|VIEW
ShowProperCommissionForCompoundedContractsForEachLevyEntry|VIEW
ShowProperCommissionForCompoundedContractsForEachLevyEntry_old|VIEW
ShowProperCommissionsForAllCompoundedContracts|VIEW
ShowSMSAllContractsCompounded|VIEW
SilasTrades|VIEW
smscontract|VIEW
SmsContract1|VIEW
smsContractleo|VIEW
SmsDebtors|VIEW
smsDebtors1|VIEW
StaffStatement|VIEW
StatementList|VIEW
StatementList1|VIEW
StatusList|VIEW
StockWatchDataStreamPriceList|VIEW
StockWatchList|VIEW
SubmitOfferingList|VIEW
SystemEntityList|VIEW
tempStockWatch|VIEW
Testing_Users_MW|VIEW
TimeLimitList|VIEW
TotalSalesOrderHoldings|VIEW
TotalSalesOrderholdingsOLD|VIEW
TotalTradingSchedule|VIEW
TradeAffirmation|VIEW
TradeAffirmationBond|VIEW
TradeAffirmationWithoutReturnable|VIEW
TradesArrears|VIEW
TradesImports|VIEW
TradingSchedule|VIEW
TransactionsList_Journal|VIEW
TransactionsList_Payment|VIEW
TransactionsList_Receipt|VIEW
TransactionsList_Trades|VIEW
TrialLeviesReport|VIEW
TrialLeviesReportByDate|VIEW
TurnOverDetails|VIEW
UnactivatedClientList|VIEW
UnSubmitOfferingList|VIEW
UserEntityList|VIEW
UserList|VIEW
UsersGroups|VIEW
VoucherList|VIEW
Wanjau_ContractSchedule|VIEW
Wanjau_ContractsDescending|VIEW
Wanjau_DataStreamPriceQueries|VIEW
Wanjau_Misc1|VIEW
Wanjau_Misc2|VIEW
Wanjau_Misc3|VIEW
Wanjau_Misc4|VIEW
Wanjau_Misc6|VIEW
Wanjau_Misc7|VIEW
Wanjau_Misc8|VIEW
Wanjau_PendingOrders|VIEW
Wanjau_UnimportedNominalAccount|VIEW
Wanjaus_TradingSchedule|VIEW
WebtbOrderList|VIEW
WWCDSSettlements|VIEW
ZeroHoldings|VIEW

(632 rows affected)
