TRANSACTION STATEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004037,,,,,,,,,,FDHB,0,,,,,90,568.92,,,,51202.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,23,,,,,0,2585.26,,,,59460.98,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,153,,,,,0,2585.26,,,,395544.78,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,95,,,,,0,2585.26,,,,245599.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,16,,,,,0,2585.26,,,,41364.16,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006705,,,,,,,,,,SUNBIRD,0,,,,,16,2585.26,,,,41364.16,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004367,,,,,,,,,,SUNBIRD,0,,,,,26,2585.26,,,,67216.76,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,26,,,,,0,2585.26,,,,67216.76,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,38,,,,,0,2585.26,,,,98239.88,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007351,,,,,,,,,,SUNBIRD,0,,,,,38,2585.26,,,,98239.88,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005298,,,,,,,,,,SUNBIRD,0,,,,,80,2585.26,,,,206820.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,80,,,,,0,2585.26,,,,206820.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,38,,,,,0,2585.26,,,,98239.88,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006319,,,,,,,,,,SUNBIRD,0,,,,,38,2585.26,,,,98239.88,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,96,,,,,0,2585.26,,,,248184.96,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006811,,,,,,,,,,SUNBIRD,0,,,,,96,2585.26,,,,248184.96,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,90,,,,,0,2585.26,,,,232673.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007120,,,,,,,,,,SUNBIRD,0,,,,,90,2585.26,,,,232673.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,308,,,,,0,2585.26,,,,796260.08,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006679,,,,,,,,,,SUNBIRD,0,,,,,308,2585.26,,,,796260.08,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000281,,,,,,,,,,TNM,977,,,,,0,29.94,,,,29251.38,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,385,,,,,0,2585.26,,,,995325.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007283,,,,,,,,,,SUNBIRD,0,,,,,385,2585.26,,,,995325.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004282,,,,,,,,,,ILLOVO,0,,,,,24,2948.65,,,,70767.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,24,,,,,0,2948.65,,,,70767.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,502,,,,,0,2948.65,,,,1480222,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007677,,,,,,,,,,ILLOVO,0,,,,,502,2948.65,,,,1480222,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,25,,,,,0,2948.65,,,,73716.25,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,83,,,,,0,2948.65,,,,244737.95,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007669,,,,,,,,,,ILLOVO,0,,,,,83,2948.65,,,,244737.95,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,6,,,,,0,2948.65,,,,17691.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006055,,,,,,,,,,ILLOVO,0,,,,,310,2948.65,,,,914081.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,310,,,,,0,2948.65,,,,914081.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,33,,,,,0,2948.65,,,,97305.45,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007745,,,,,,,,,,ILLOVO,0,,,,,33,2948.65,,,,97305.45,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,301,,,,,0,2948.65,,,,887543.65,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007650,,,,,,,,,,ILLOVO,0,,,,,301,2948.65,,,,887543.65,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006679,,,,,,,,,,ILLOVO,0,,,,,502,2948.66,,,,1480227,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,502,,,,,0,2948.66,,,,1480227,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,77,,,,,0,2585.26,,,,199065.02,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,191,,,,,0,2585.26,,,,493784.66,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,485,,,,,0,2585.26,,,,1253851,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000002972,,,,,,,,,,SUNBIRD,0,,,,,400,2585.26,,,,1034104,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,400,,,,,0,2585.26,,,,1034104,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005057,,,,,,,,,,NBS,480,,,,,0,762.77,,,,366129.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,38,,,,,0,2585.26,,,,98239.88,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007755,,,,,,,,,,FDHB,0,,,,,1752,568.9,,,,996712.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006876,,,,,,,,,,FDHB,0,,,,,874,568.9,,,,497218.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006046,,,,,,,,,,FDHB,0,,,,,103,568.9,,,,58596.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,40,,,,,0,2585.26,,,,103410.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,573,,,,,0,2585.26,,,,1481354,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005682,,,,,,,,,,SUNBIRD,0,,,,,573,2585.26,,,,1481354,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000281,,,,,,,,,,TNM,1000,,,,,0,29.94,,,,29940,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006600,,,,,,,,,,TNM,0,,,,,1000,29.94,,,,29940,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005162,,,,,,,,,,AIRTEL,434,,,,,0,112.49,,,,48820.66,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,390,,,,,0,2585.26,,,,1008251,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000281,,,,,,,,,,TNM,133000,,,,,0,29.94,,,,3982020,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005162,,,,,,,,,,AIRTEL,500,,,,,0,112.49,,,,56245,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006600,,,,,,,,,,AIRTEL,0,,,,,500,112.49,,,,56245,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005162,,,,,,,,,,AIRTEL,9219,,,,,0,112.49,,,,1037045,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005745,,,,,,,,,,AIRTEL,0,,,,,9219,112.49,,,,1037045,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005057,,,,,,,,,,NBS,128,,,,,0,762.77,,,,97634.56,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,229,,,,,0,2585.26,,,,592024.54,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007345,,,,,,,,,,SUNBIRD,0,,,,,229,2585.26,,,,592024.54,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005057,,,,,,,,,,NBS,38,,,,,0,762.77,,,,28985.26,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005648,,,,,,,,,,SUNBIRD,5347,,,,,0,2585.26,,,,13823390,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005162,,,,,,,,,,AIRTEL,260,,,,,0,112.49,,,,29247.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005057,,,,,,,,,,NBS,64,,,,,0,762.77,,,,48817.28,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003206,,,,,,,,,,PCL,0,,,,,6000,8500,,,,51000000,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004253,,,,,,,,,,AIRTEL,0,,,,,5116,112.49,,,,575498.84,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005162,,,,,,,,,,AIRTEL,5116,,,,,0,112.49,,,,575498.84,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000281,,,,,,,,,,TNM,16485,,,,,0,29.94,,,,493560.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007756,,,,,,,,,,TNM,0,,,,,16485,29.94,,,,493560.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000281,,,,,,,,,,TNM,8206,,,,,0,29.94,,,,245687.64,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000929,,,,,,,,,,NICO,300,,,,,0,1643.73,,,,493119,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007756,,,,,,,,,,NICO,0,,,,,300,1643.73,,,,493119,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007693,,,,,,,,,,NBS,646,,,,,0,762.75,,,,492736.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007756,,,,,,,,,,NBS,0,,,,,646,762.75,,,,492736.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007693,,,,,,,,,,NBS,257,,,,,0,762.75,,,,196026.75,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000929,,,,,,,,,,NICO,90,,,,,0,1643.73,,,,147935.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,43,,,,,0,2948.66,,,,126792.38,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,134,,,,,0,2948.66,,,,395120.44,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,100,,,,,0,2948.66,,,,294866,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003146,,,,,,,,,,NBS,10000,,,,,0,762.74,,,,7627400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004810,,,,,,,,,,NBS,0,,,,,10000,762.74,,,,7627400,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003146,,,,,,,,,,NBS,4000,,,,,0,762.74,,,,3050960,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006525,,,,,,,,,,NBS,0,,,,,4000,762.74,,,,3050960,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007586,,,,,,,,,,ILLOVO,48,,,,,0,2948.66,,,,141535.68,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004655,,,,,,,,,,NBM,46,,,,,0,10999.4,,,,505971.94,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006211,,,,,,,,,,NBM,0,,,,,46,10999.4,,,,505971.94,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005391,,,,,,,,,,FDHB,2480,,,,,0,568.87,,,,1410798,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006525,,,,,,,,,,FDHB,0,,,,,2480,568.87,,,,1410798,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005391,,,,,,,,,,FDHB,5000,,,,,0,568.87,,,,2844350,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007724,,,,,,,,,,FDHB,0,,,,,5000,568.87,,,,2844350,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004655,,,,,,,,,,NBM,18,,,,,0,10999.4,,,,197989.02,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006724,,,,,,,,,,NBM,0,,,,,18,10999.4,,,,197989.02,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003146,,,,,,,,,,NBS,3500,,,,,0,762.74,,,,2669590,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007724,,,,,,,,,,NBS,0,,,,,3500,762.74,,,,2669590,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004655,,,,,,,,,,NBM,15,,,,,0,10999.4,,,,164990.85,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007749,,,,,,,,,,NBM,0,,,,,15,10999.4,,,,164990.85,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007480,,,,,,,,,,NBM,2,,,,,0,10999.4,,,,21998.78,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007749,,,,,,,,,,NBM,0,,,,,2,10999.4,,,,21998.78,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005367,,,,,,,,,,FDHB,0,,,,,875,568.84,,,,497735,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005367,,,,,,,,,,FDHB,0,,,,,2125,568.85,,,,1208806,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005391,,,,,,,,,,FDHB,2125,,,,,0,568.85,,,,1208806,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003146,,,,,,,,,,NBS,95,,,,,0,762.74,,,,72460.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006326,,,,,,,,,,FDHB,0,,,,,268,568.84,,,,152449.12,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004253,,,,,,,,,,AIRTEL,0,,,,,3664,112.49,,,,412163.36,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007757,,,,,,,,,,FDHB,0,,,,,77,568.84,,,,43800.68,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005700,,,,,,,,,,FDHB,0,,,,,86,568.84,,,,48920.24,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006208,,,,,,,,,,FDHB,0,,,,,111,568.84,,,,63141.24,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007693,,,,,,,,,,NBS,70,,,,,0,762.72,,,,53390.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007757,,,,,,,,,,NBS,0,,,,,70,762.72,,,,53390.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007345,,,,,,,,,,NBS,0,,,,,517,762.72,,,,394326.24,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007693,,,,,,,,,,NBS,517,,,,,0,762.72,,,,394326.24,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007400,,,,,,,,,,NBS,0,,,,,128,762.72,,,,97628.16,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007693,,,,,,,,,,NBS,128,,,,,0,762.72,,,,97628.16,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003023,,,,,,,,,,NITL,0,,,,,24,3930.71,,,,94337.04,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003041,,,,,,,,,,NITL,24,,,,,0,3930.71,,,,94337.04,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007758,,,,,,,,,,FDHB,0,,,,,77,568.84,,,,43800.68,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000929,,,,,,,,,,NICO,50,,,,,0,1643.71,,,,82185.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007758,,,,,,,,,,NICO,0,,,,,50,1643.71,,,,82185.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007480,,,,,,,,,,NBM,10,,,,,0,10999.4,,,,109993.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007758,,,,,,,,,,NBM,0,,,,,10,10999.4,,,,109993.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004190,,,,,,,,,,FMBCH,70,,,,,0,1649.99,,,,115499.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007758,,,,,,,,,,FMBCH,0,,,,,70,1649.99,,,,115499.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003109,,,,,,,,,,FMBCH,0,,,,,192,1649.99,,,,316798.08,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004190,,,,,,,,,,FMBCH,192,,,,,0,1649.99,,,,316798.08,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000034,,,,,,,,,,FMBCH,0,,,,,98,1649.99,,,,161699.02,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004190,,,,,,,,,,FMBCH,98,,,,,0,1649.99,,,,161699.02,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000929,,,,,,,,,,NICO,30,,,,,0,1643.71,,,,49311.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007693,,,,,,,,,,NBS,382,,,,,0,762.72,,,,291359.04,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004190,,,,,,,,,,FMBCH,34,,,,,0,1649.99,,,,56099.66,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007656,,,,,,,,,,FMBCH,0,,,,,34,1649.99,,,,56099.66,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000820,,,,,,,,,,ILLOVO,33,,,,,0,2948.67,,,,97306.11,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007759,,,,,,,,,,ILLOVO,0,,,,,33,2948.67,,,,97306.11,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000002790,,,,,,,,,,NBS,128,,,,,0,762.71,,,,97626.88,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007759,,,,,,,,,,NBS,0,,,,,128,762.71,,,,97626.88,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000820,,,,,,,,,,ILLOVO,174,,,,,0,2948.67,,,,513068.58,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006061,,,,,,,,,,ILLOVO,0,,,,,174,2948.67,,,,513068.58,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005790,,,,,,,,,,FDHB,0,,,,,331,568.84,,,,188286.04,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
